#name=My Vocab N2 (1)
#description=My JLPT N2
JP;JP_KANA;RU
地味;じみ;простой, умеренный, скромный
;しみじみ;серьёзно, проникновенно, глубоко
氏名;しめい;фамилия и имя
締切;しめきり;конец, закрытие, прекращение приёма
締め切る;しめきる;закрывать, прекращать, заканчивать
湿る;しめる;отсыреть, намокнуть, стать грустным
;ジャーナリスト;журналист
社会科学;しゃかいかがく;общественные науки
;しゃがむ;опуститься на корточки, сидеть на корточках
蛇口;じゃぐち;выпускное отверстие, водопроводный кран
弱点;じゃくてん;слабое место, слабость
車庫;しゃこ;гараж, депо
車掌;しゃしょう;кондуктор, проводник
写生;しゃせい;рисование с натуры, эскиз, набросок
社説;しゃせつ;передовая статья
;しゃっくり;икота
;シャッター;задвижка, заслонка, ставни
;しゃぶる;сосать
車輪;しゃりん;колесо, шасси
洒落;しゃれ;шутка, острота, каламбур, игра слов
;じゃんけん;игра "камень-ножницы-бумага"
集会;しゅうかい;митинг, собрание
住居;じゅうきょ;жилище, дом, жилое помещение, жильё
集金;しゅうきん;сбор денег
集合;しゅうごう;собирание, сбор, множество
習字;しゅうじ;упражнение в чистописании, каллиграфия
修繕;しゅうぜん;починка, ремонт, исправление
重体;じゅうたい;серьёзное заболевание,　кризис
;じゅうたん;ковер
終点;しゅうてん;конечная остановка, конечный пункт
重点;じゅうてん;главное, важнейший пункт
就任;しゅうにん;вступление в должность
周辺;しゅうへん;окружение, окружность
重役;じゅうやく;директор, высший администратор
終了;しゅうりょう;конец, окончание, завершение, истечение
重量;じゅうりょう;вес, тяжесть
重力;じゅうりょく;сила тяжести
熟語;じゅくご;идиома, фразеологический оборот, сложное слово
祝日;しゅくじつ;национальный праздник
縮小;しゅくしょう;сокращение, уменьшение, ограничение
受験;じゅけん;сдача (прохождение) экзамена
主語;しゅご;подлежащее
出勤;しゅっきん;приход на работу, явка на службу
述語;じゅつご;сказуемое
出張;しゅっちょう;командировка
寿命;じゅみょう;жизнь, продолжительность жизни, срок годности
主役;しゅやく;главная роль (в кино, театре)
受話器;じゅわき;телефонная трубка, наушники
循環;じゅんかん;вращение, циркуляция, круговорот
巡査;じゅんさ;полицейский
順々;じゅんじゅん;по порядку, по очереди
順序;じゅんじょ;последовательность, порядок, система, очередь
純情;じゅんじょう;невинный, искренний, наивный
純粋;じゅんすい;чистый, истинный, подлинный
消化;しょうか;пищеварение, усвоение (пищи, информации), освоение
小学生;しょうがくせい;ученик младшей школы
;しょうがない;ничего не поделаешь, делать нечего
将棋;しょうぎ;японские шахматы
蒸気;じょうき;пар, испарения
定規;じょうぎ;линейка
上級;じょうきゅう;высший уровень, старший класс
商業;しょうぎょう;коммерция, торговля, бизнес
消極的;しょうきょくてき;пассивный, негативный, отрицательный
賞金;しょうきん;приз, денежная награда, премия
上下;じょうげ;верх и низ, выше и ниже, подъем и спуск
障子;しょうじ;сёдзи (бумажные раздвижные двери)
商社;しょうしゃ;торговая компания
乗車;じょうしゃ;посадка в транспорт
上旬;じょうじゅん;первая декада месяца
生ずる;しょうずる;производить, приносить результат, производить эффект
小数;しょうすう;десятичная дробь
商店;しょうてん;магазин, лавка
焦点;しょうてん;фокус, центр
消毒;しょうどく;дезинфекция, стерилизация
勝敗;しょうはい;победа или поражение, исход битвы
蒸発;じょうはつ;испарение, парообразование, улетучивание
賞品;しょうひん;приз, трофей, награда
勝負;しょうぶ;матч, соревнование, игра, состязание, победа или поражение
小便;しょうべん;моча
消防署;しょうぼうしょ;пожарная часть, пожарная охрана
正味;しょうみ;чистый, нетто
正面;しょうめん;фасад, фронт, передняя часть
消耗;しょうもう;истощение, растрата, износ
省略;しょうりゃく;сокращение, пропуск
初級;しょきゅう;базовый уровень, начинающий уровень
助教授;じょきょうじゅ;старший преподаватель, доцент
食塩;しょくえん;поваренная соль
職人;しょくにん;работник, мастер, ремесленник
初旬;しょじゅん;первая декада месяца
書籍;しょせき;книга
食器;しょっき;столовые приборы, посуда
;ショップ;магазин
書店;しょてん;книжный магазин
書道;しょどう;каллиграфия
白髪;しらが・はくはつ;седые волосы, седина
知合い;しりあい;знакомство, знакомый
;シリーズ;серия
私立;しりつ;частный (напр. учреждение)
資料;しりょう;материал, данные, документ
汁;しる;сок, суп
素人;しろうと;любитель, дилетант
芯;しん;ядро, фитиль, стержень, костный мозг, начинка
新幹線;しんかんせん;синкансен (сверхскоростной поезд)
真空;しんくう;вакуум
信ずる;しんずる;верить, доверять
心身;しんしん;тело и душа
申請;しんせい;заявление, прошение, ходатайство
人造;じんぞう;искусственный
寝台;しんだい;кровать, койка, спальное место
診断;しんだん;диагноз, медицинское заключение
侵入;しんにゅう;вторжение, проникновение, агрессия, налёт
人文科学;じんぶんかがく;гуманитарные науки
人命;じんめい;человеческая жизнь
深夜;しんや;поздняя ночь
森林;しんりん;лес
親類;しんるい;родня, родственники, родство
針路;しんろ;направление, курс
神話;しんわ;миф, легенда
酢;す;уксус
水産;すいさん;морепродукты
炊事;すいじ;готовка, кулинария, стряпня
水蒸気;すいじょうき;водяной пар
水素;すいそ;водород
垂直;すいちょく;отвесность, вертикальность, перпендикулярность
推定;すいてい;предположение, допущение, оценка
水滴;すいてき;капля воды
水筒;すいとう;фляга, бутылка воды
随筆;ずいひつ;эссе, очерк, записки, заметка
水分;すいぶん;влага, влажность, сок
水平;すいへい;горизонталь, уровень воды
水平線;すいへいせん;горизонт (по уровню воды)
水曜;すいよう;(сокр.) среда
図々しい;ずうずうしい;бесстыдный, наглый, дерзкий, бесстыдный
;ずうっと;всегда, всё время, очень, намного
末っ子;すえっこ;младший ребёнок
;スカーフ;шарф
図鑑;ずかん;атлас
杉;すぎ;японский кедр
好き嫌い;すききらい;вкус, пристрастие
好き好き;すきずき;дело вкуса
透き通る;すきとおる;быть прозрачным, виднеться сквозь
隙間;すきま;трещина, щель, скважина
;スクール;школа
;すくなくとも;по крайней мере
図形;ずけい;график, форма
;スケジュール;расписание, график, план, программа
鈴;すず;колокольчик, звонок, бубенчик
涼む;すずむ;охлаждаться, дышать прохладой, освежиться, выйти на воздух
;スタート;старт
;スチュワーデス;стюардесса, бортпроводница
;すっきり;чисто, опрятно, свежо
酸っぱい;すっぱい;кислый
;ステージ;сцена, эстрада, стадия, этап
棄てる;すてる;выбрасывать, бросить
;ストッキング;колготки, чулки
;ストップ;стоп
素直;すなお;покорный, послушный, кроткой, мягкий
頭脳;ずのう;голова, интеллект, мозг
;スピーカー;громкоговоритель, рупор
図表;ずひょう;диаграмма, график, таблица
;スマート;нарядный, стильный, изящный
住まい;すまい;жильё, дом, проживание
;すまない;Извините!, неловко (перед кем-л.)
墨;すみ;чернила, тушь
澄む・清む;すむ;проясниться (про погоду), стать чистым, прозрачным
相撲;すもう;сумо
;スライド;скольжение, слайд
滑らす;ずらす;сдвигать, переставлять, откладывать
;ずらり;в ряд
刷る;する;печатать
狡い;ずるい;коварный, хитрый, подлый, нечестный
擦れ違う;すれちがう;проходить мимо, разойтись
滑れる;すべれる;соскальзывать, соскакивать, сдвигаться, заносить (об автомашине)
寸法;すんぽう;мера, размер, размерность, протяжение, план, предположение
姓;せい;фамилия
税関;ぜいかん;таможня
製作;せいさく;производство, изготовление
制作;せいさく;произведение, творчество
性質;せいしつ;характер, нрав, качество, свойство
清書;せいしょ;чистописание, чистовик
青少年;せいしょうねん;молодежь, молодой человек
整数;せいすう;целое число
清掃;せいそう;чистка, очищение
生存;せいぞん;существование, жить, выжить, остаться в живых
生長;せいちょう;развитие, рост
政党;せいとう;политическая партия
生年月日;せいねんがっぴ;дата рождения
性能;せいのう;возможность, способность, технические данные
整備;せいび;приведение в готовность, налаживание, оборудовать
成分;せいぶん;ингредиент, компонент, состав
性別;せいべつ;пол, разделение по полу
正方形;せいほうけい;квадрат
正門;せいもん;главные ворота
成立;せいりつ;осуществление, учреждение, организация, заключение
西暦;せいれき;христианская эра, европейское летоисчисление, наша эра
背負う;せおう;нести на спине, взять на себя
赤道;せきどう;экватор
折角;せっかく;с большим трудом, большими усилиями, специально, особенно
接近;せっきん;приближение
接する;せっする;соприкасаться, касаться, граничить, примыкать
;せっせと;усердно, старательно, неутомимо
接続;せつぞく;присоединение, сцепление, связь
瀬戸物;せともの;фарфор, керамика
;ぜひとも;любыми средствами, любой ценой
迫る;せまる;надвигаться, наступать, оказать давление, вынудить, требовать
;ゼミ;семинар
;せめて;хотя бы, по крайней мере
攻める;せめる;нападать, атаковать
;セメント;цемент
栓;せん;пробка, затычка, задвижка
前後;ぜんご;до и после, передняя и задняя сторона, около, приблизительно
洗剤;せんざい;моющее средство
全集;ぜんしゅう;полное собрание сочинений
全身;ぜんしん;все тело, в полный рост
扇子;せんす;складной веер
専制;せんせい;деспотия, самодержавие
先々月;せんせんげつ;позапрошлый месяц
先々週;せんせんしゅう;позапрошлая неделя
先祖;せんぞ;предок, родоначальник
