#name=My Vocab N2 (2)
#description=My JLPT N2
JP;JP_KANA;RU
真似る;まねる;имитировать, подражать, следовать примеру
眩しい;まぶしい;ослепительный, яркий
瞼;まぶた;веки
;マフラー;шарф
間も無く;まもなく;скоро, в скором времени, вскоре
;マラソン;марафон
稀;まれ;редкий, необычный, ненормальный
回り道;まわりみち;объезд, окольный путь, крюк
満員;まんいん;быть заполненным, быть без свободных мест (кино, кафе)
;マンション;многоквартирный дом, жилой дом
満点;まんてん;высшая оценка, совершенство, безупречность
見送る;みおくる;провожать, прощаться, проводить глазами, оставить без изменений, отложить
見下ろす;みおろす;посмотреть сверху вниз, свысока
見掛け;みかけ;внешний вид, наружность, внешность
三日月;みかづき;молодой месяц, новолуние, лунный серп
岬;みさき;мыс
;みじめ;жалкий, бедный, несчастный
;ミシン;швейная машина
店屋;みせや;магазин, лавка
見出し;みだし;заголовок
道順;みちじゅん;кратчайшая дорога, правильный путь, путь следования
;みっともない;позорный, неприличный, безобразный, жалкий
見直す;みなおす;пересмотреть, посмотреть еще раз
見慣れる;みなれる;привыкать, привыкнуть видеть
醜い;みにくい;уродливый, непривлекательный, безобразный, позорный
実る;みのる;приносить плоды, созревать, уродиться
身分;みぶん;класс, сословие, общественное положение
見本;みほん;образец, пробный экземпляр
見舞う;みまう;навестить, проведать (больного, пострадавших)
未満;みまん;менее, недостаточно
名字;みょうじ;фамилия
;ミリ;милли-, миллиметр, миллиграмм
診る;みる;осматривать пациента
民間;みんかん;частный, гражданский, негосударственный, народный
民謡;みんよう;народная песня, фольклор
向う;むこう;противоположная сторона, напротив, место назначения
剥く;むく;очищать от кожуры, ободрать, содрать
無限;むげん;бесконечный, безграничный, неизмеримый
無地;むじ;гладкий, без рисунка, без узора
蒸し暑い;むしあつい;душный, знойный
矛盾;むじゅん;противоречие
蒸す;むす;варить на пару, парить, пропарить
無数;むすう;бесчисленный, несметный, бессчетный
紫;むらさき;фиолетовый, лиловый
群れ;むれ;группа, толпа, сборище, стадо, стая, рой
姪;めい;племянница
名作;めいさく;шедевр
名刺;めいし;визитная карточка
名詞;めいし;имя существительное
名所;めいしょ;известное место, достопримечательность
命ずる;めいずる;командовать, приказывать, распоряжаться
迷信;めいしん;суеверие
名物;めいぶつ;достопримечательность, популярный товар, замечательный продукт
銘々;めいめい;каждый, индивидуально, соответственно
目上;めうえ;начальство, вышестоящий по положению
;メーター;счётчик, прибор для измерения
恵まれる;めぐまれる;быть наделенным (напр. талантом), быть одаренным
巡る;めぐる;ходить вокруг, возвращаться, окружать, вращаться
目指す;めざす;наметить, поставить целью, добиваться
目覚し;めざまし;будильник
目下;めした;подчиненный, нижестоящий по положению
目印;めじるし;отличительный знак, ориентир, примета, цель
目立つ;めだつ;выделяться, привлекать внимание, бросаться в глаза
;めちゃくちゃ;абсурд, бессмыслица, беспорядок, крайность
;めっきり;заметно, очень, весьма
;めでたい;счастливый, благоприятный, радостный
;メニュー;меню
目眩;めまい;головокружение
目安;めやす;критерий, норма, цель, прицел
免税;めんぜい;освобождение от налогов, пошлины
面積;めんせき;площадь (мат.), поверхность
面接;めんせつ;интервью, прием, встреча
面倒臭い;めんどうくさい;беспокойный, утомительный, надоедливый
儲かる;もうかる;быть прибыльным, приносить прибыль, выручить деньги
儲ける;もうける;получать прибыль, зарабатывать, извлекать пользу
申し訳ない;もうしわけない;Извините! непростительный, большое спасибо (за помощь)
;モーター;мотор, двигатель
木材;もくざい;древесина, лесоматериал
目次;もくじ;содержание, оглавление
潜る;もぐる;нырять, заползать
;もしかしたら・もしかすると;возможно, может быть
;もたれる;опираться, прислоняться, облокачиваться
;モダン;современный, модный
餅;もち;моти (рисовая лепешка)
;もったいない;расточительно, незаслуженно, грешно
;モデル;модель
元々;もともと;изначально, от природы
物置;ものおき;кладовая
物語る;ものがたる;рассказывать, повествовать, свидетельствовать
物差し;ものさし;линейка, мерка
物凄い;ものすごい;жуткий, страшный, ужасный
;モノレール;монорельсовая дорога
紅葉;もみじ;красные кленовые листья
揉む;もむ;тереть, мять, массировать
燃やす;もやす;сжечь, зажечь, воспламенить
催し;もよおし;устроительство, фестиваль, собрание, празднество
盛る;もる;подавать (еду), накладывать, давать лекарство, приготовить
問答;もんどう;вопросы и ответы, диалог
;やかましい;шумный, надоедливый, докучливый, придирчивый
夜間;やかん;ночное время
薬缶;やかん;металлический чайник
役者;やくしゃ;актёр, актриса, действующее лицо
役所;やくしょ;государственное учреждение, служба
訳す;やくす;переводить
役人;やくにん;чиновник, должностное лицо, сотрудник
薬品;やくひん;медикаменты
役目;やくめ;обязанность, служба
火傷;やけど・かしょう;ожог
夜行;やこう;следующий ночью (напр. поезд)
矢印;やじるし;стрелка
矢鱈に;やたらに;как попало, необдуманно, неосмотрительно, опрометчиво
薬局;やっきょく;аптека
遣付ける;やっつける;нападать, накинуться, побить, расправиться
家主;やぬし;домовладелец
;やっぱり;также, тоже, все ещё, всё равно, как ожидалось
破く;やぶく;рвать, разрывать
破れる;やぶれる;разорваться, сломаться, разбиться, потерпеть неудачу
止むを得ない;やむをえない;неизбежный, вынужденный, неотложный
遊園地;ゆうえんち;парк аттракционов
夕刊;ゆうかん;вечерняя газета
友好;ゆうこう;дружба
郵送;ゆうそう;отправка по почте
夕立;ゆうだち;ливень, проливной дождь
夕日;ゆうひ;заходящее солнце
悠々;ゆうゆう;тихий, спокойный, неторопливый, вечный
有料;ゆうりょう;плата
浴衣;ゆかた;юката (летнее кимоно)
湯気;ゆげ;пар
輸血;ゆけつ;переливание крови
輸送;ゆそう;транспортировка, перевозка
油断;ゆだん;халатность, небрежность, неосторожность
茹でる;ゆでる;сварить
湯飲み;ゆのみ;чайная чашка
緩い;ゆるい;свободный (напр. одежда), нетугой, неплотный, слабый, отлогий, медленный
溶岩;ようがん;лава
容器;ようき;контейнер, сосуд
用語;ようご;термин, терминология, словарь, выражение, язык
要旨;ようし;суть, основы, краткое изложение
幼児;ようじ;маленький ребёнок
容積;ようせき;объем, вместимость, кубатура
幼稚;ようち;детский, незрелый, наивный, примитивный
幼稚園;ようちえん;детский сад
用途;ようと;использование, применение, цель использования, употребление
洋品店;ようひんてん;галантерейный магазин
養分;ようぶん;питание
羊毛;ようもう;шерсть
漸く;ようやく;в конце концов, с большим трудом, постепенно, мало-помалу
要領;ようりょう;суть, сущность, общий смысл, очерк
欲張り;よくばり;жадность, алчность
余計;よけい;излишек
遣す･寄越す;よこす;отправлять, передавать, прислать
汚す;よごす;пачкать, загрязнять, замарать,  испортить
寄せる;よせる;приближать, пододвигать, отодвигать, соединять
余所;よそ;вне, другое место, другой, чужой
四つ角;よつかど;перекрёсток
酔っ払い;よっぱらい;пьяный, пьяница 
予備;よび;запас, резерв, подготовка
呼び掛ける;よびかける;окликнуть, воззвать, обратиться
呼び出す;よびだす;вызвать, позвонить по телефону
蘇る;よみがえる;воскресать, ожить, освежиться
因る;よる;основываться на, зависеть от
慶び;よろこび;радость, восторг, поздравление
慶ぶ;よろこぶ;радоваться
来日;らいにち;приезд в Японию
落第;らくだい;провал (на экзамене)
;ラッシュアワー;час пик
欄;らん;колонка, столбец, графа, рубрика, перила
;ランチ;ланч
;ランニング;бег
乱暴;らんぼう;буйство, грубость, хулиганство
理科;りか;естественные науки
利害;りがい;интересы, выгоды и убытки, преимущества и недостатки
;リズム;ритм
;リットル;литр
;リボン;ленточка
略す;りゃくす;сокращать, опускать
流域;りゅういき;бассейн реки
寮;りょう;общежитие
両側;りょうがわ;обе стороны
漁師;りょうし;рыбак
領事;りょうじ;консул
領収;りょうしゅう;получение
臨時;りんじ;экстренный, чрезвычайный, внеочередной, временный
留守番;るすばん;присмотр за домом
例外;れいがい;исключение
零点;れいてん;ноль
冷凍;れいとう;замораживание
;レインコート;дождевик
;レクリェーション;отдых, развлечение, освежение
;レジャー;отдых, свободное время, досуг
列島;れっとう;архипелаг
;レベル;уровень
;リポート;доклад, отчет
煉瓦;れんが;кирпич
連合;れんごう;объединение, союз, ассоциация, коалиция
;レンズ;линза
蝋燭;ろうそく;свеча
;ローマじ;латиница, латинские буквы
録音;ろくおん;аудиозапись
;ロッカー;запирающийся шкафчик
;ロビー;вестибюль, фойе
論ずる;ろんずる;спорить, обсуждать, полемизировать, трактовать
和英;わえい;японско-английский
分る;わかる;быть ясным, понятным, понятым
分かれる;わかれる;отделиться, разобщиться, разделиться, ответвиться
若々しい;わかわかしい;молодой, юношеский
湧く;わく;бить ключом, литься потоком, зародиться
詫びる;わびる;извиняться, просить прощения
和服;わふく;японская одежда
割算;わりざん;деление
割と;わりと;сравнительно, относительно
割引;わりびき;скидка
椀;わん;деревянная чаша
碗;わん;фарфор
;ワンピース;платье
交じる;まじる;быть разбавленным, быть примешанным, присоединиться
交ざる;まざる;смешиваться, быть смешанным, перемешаться (до однородной субстанции)
混ぜる;まぜる;смешивать, примешивать (до однородной массы)
逃す;のがす;упустить, потерять, дать убежать
殖やす;ふやす;увеличивать, преумножать, расширять
難い;かたい・にくい;трудный, сложный
